代码,地名
WS2V1N2FZZ77,韶关
WS2V06ENKZ1F,武江
WS2V148YRZ56,浈江
WS2U3HBGRV7Q,曲江
WS3JGWP0R9HG,始兴
WS2YSMWJX4GE,仁化
WS34T0FCJBBP,翁源
WS2SCX09YQC9,乳源
WS30YTVCUV5Y,新丰
WS2WGQFBY7TC,乐昌
WS3QBUYWX53K,南雄
WS10730EM8EV,深圳
WS10M1282EDZ,罗湖
WS105K2T7CJQ,福田
WS100QW1GPVQ,南山
WS0CQNGUGPVU,宝安
WS11R8SX9P8H,龙岗
WS10R6V1Z3W3,盐田
WS115H2FNT23,龙华
WS134N2PPHDH,坪山
WS112TF588VD,光明
WEBY8Q5HHUCU,珠海
WEBWXTUKFZVF,香洲
WEBW3TPBZK4N,斗门
WEBTS3XR5D0W,金湾
WS4UZ4EZ953Z,汕头
WS4UZZ55FE62,龙湖
WS4UZW19C9YK,金平
WS5H2PDDMW50,濠江
WS4UMK1T8FMS,潮阳
WS4U33H9BCEJ,潮南
WS5J94MKFJNZ,澄海
WS5JNZ7R7SKM,南澳
WS06YNEMPP18,佛山
WS06YJ1QBPTV,禅城
WS07NB3R6P5J,南海
WS09DNWE9K51,顺德
WS07B3VRJ95C,三水
WS0628UDNTKS,高明
WS02MNW64CP6,江门
WS03H2M8FGM9,蓬江
WS02NRFNW3V1,江海
WEBRU49CJZSE,新会
WEBNW67ZSKX5,台山
WEBP7F5UCQ3H,开平
WS03D9NHZG9K,鹤山
W7ZY5MWRGETJ,恩平
W7Y3P046TR7U,湛江
W7Y3P80FXRKU,赤坎
W7Y885QFFQQT,霞山
W7Y8CBCC9WF6,坡头
W7Y3N2HDDR6H,麻章
W7Y3SU1EE0Y7,遂溪
W7W7DUZQG4DJ,徐闻
W7Y6VRB1THP7,廉江
W7WR0BMGCFTH,雷州
W7YCBTHQB1D9,吴川
W7YGK0CKZKF9,茂名
W7YG5UHY0DC5,茂南
W7YFMCGWX6QZ,电白
W7YUDQQT20NV,高州
W7YEM2YKCUFC,化州
W7YZHSXQ4MUP,信宜
WKPGPK45UZQM,肇庆
WKPGPSCPVC6T,端州
WS05C2MS6B9J,鼎湖
WKPGNB7X6ZJM,高要
WKPYQMTN8ZK0,广宁
WKRB0DWBP7NT,怀集
WKPM31RCDK9F,封开
WKP7XQK6TBB9,德庆
WS0HSP55471W,四会
WS17E8Y5G0RU,惠州
WS176DZ1QKTP,惠城
WS13SYDE8K43,惠阳
WS17BEB1M10N,博罗
WS1DDX2S1WRZ,惠东
WS1NZZFM3BWE,龙门
WS6D4KH12059,梅州
WS6D64N18D5J,梅江
WS6D0U112BPC,梅县
WS6FX8F350FZ,大埔
WS4X5XPWQ1NV,丰顺
WS624KM4KE2D,五华
WS67UBV4XEYW,平远
WS6S7E03JJQ6,蕉岭
WS633S25BQQ9,兴宁
WS4196CZ5GG1,汕尾
WS448MS9ZY2G,海丰
WS4HX9TU26F1,陆河
WS44X9VV2Q44,陆丰
WS1WFPCVR8WG,河源
WS1X4107UC2Y,源城
WS1YKVXW8X2B,紫金
WS3CNE62XTSE,龙川
WS36TH3V9370,连平
WS3EP6CRX477,和平
WS1XE8KCWCFD,东源
W7ZSKJM3GP7Z,阳江
W7ZS7KRD3R55,江城
W7ZSMP4KPPW5,阳东
W7Z7EZRNYTB7,阳西
W7ZQPTEXYG9J,阳春
WS0QU43YTBHW,清远
WS0QUDT8X9DW,清城
WS0QFZVT2B9G,清新
WS0XZ7NP0DXS,佛冈
WS256BQWM4Z0,阳山
WKREY2Y4T7CQ,连山
WKRUDUPU3TUP,连南
WS29S3Z6EW8W,英德
WKRUVR09GYC9,连州
WS0GHKN5ZP7T,东莞
WS08H58U92R8,中山
WEEJ79ZFGR3H,东沙
WS4YTUBPDZY9,潮州
WS4YTY74NHT5,湘桥
WS4VRHGY1HCF,潮安
WS5NWKUZ9XG1,饶平
WS4VBP4H9W1J,揭阳
WS4TZGH3YWW9,榕城
WS4Y14Y3NW7Y,揭东
WS4M7C2CDSEF,揭西
WS4EN02X2RHM,惠来
WS4SE9XSQ4YC,普宁
WKPDMK3Y8JWT,云浮
WKPDMQRVRJH7,云城
WKPEK9EFTPUF,云安
WKPC1U7MHD9Q,新兴
WKPK1UVST3GE,郁南
WKP3DC4UC7TS,罗定
WKJ1F428HH2F,南宁
WKJ41BUVFEZJ,兴宁
WKJ1C6HK1RFJ,青秀
WKHCXEZ30PHK,江南
WKJ1BMPFBBPH,西乡塘
WKJ12ZDVDBWV,良庆
WKJ1KT88R5QS,邕宁
WKHGZ9ZZ1C53,武鸣
WKHEF7F1MC5W,隆安
WKHYVQNGP8MZ,马山
WKJJR321EKT4,上林
WKJK5G1DRC8P,宾阳
WKJ9N2ZBXD3M,横县
WKMF3VJHWB9X,柳州
WKMF3E507941,城中
WKMF6E9986TH,鱼峰
WKMF3NBB820V,柳南
WKMF97SF9JK7,柳北
WKMDPF5WVXUT,柳江
WKMSJX6UEMP3,柳城
WKQ52BQYQ6F2,鹿寨
WKMZ92YXKUBK,融安
WKMWW5C7MD8R,融水
WKTFWJ073H76,三江
WKQRV6P6WM81,桂林
WKQRV12W5W7N,秀峰
WKW2JBGCJJ91,叠彩
WKQRTRKBSFQF,象山
WKQRWJXEGS3R,七星
WKQQVD0VZWM9,雁山
WKQRE8VPQHGS,临桂
WKQSFP11FWFC,阳朔
WKW2W7SD4R6N,灵川
WKWGX2QTNW6D,全州
WKW9WRGRMFJH,兴安
WKQNNEKZP9XB,永福
WKX0CQ2ZY8R0,灌阳
WKW4Z0EXCU8F,龙胜
WKWSJ6W79ZDY,资源
WKQSJ7Y21UFB,平乐
WKQV3BPVNPMX,恭城
WKQ7RVBM07JM,荔浦
WKPJS42KFVJX,梧州
WKPJT196EK7E,万秀
WKPJS5BJ5QEV,长洲
WKPJ5M5RV8GD,龙圩
WKPJ5P7PQU7M,苍梧
WKNVH01QR7FS,藤县
WKQ9DVQPNWUZ,蒙山
WKNFMKMNTMTV,岑溪
W7VD5N6F061Q,北海
W7VD4VVDG5RQ,海城
W7VD53NHY2TV,银海
W7VF3ZENHN9Z,铁山港
W7VEKBVHBKV9,合浦
W7V53W659VPW,防城港
W7V54HT0496N,港口
W7V5CE453YPS,防城
W7UY10K9H778,上思
W7UF2ZMM76GH,东兴
W7VHZEYSJ2W6,钦州
W7VKB6R5BC54,钦南
W7VJGTXK3GR7,钦北
W7VXX5MB4X51,灵山
W7VYSY5UHHBS,浦北
WKJGQJ0R3057,贵港
WKJGMRC50RFB,港北
WKJGMCKCVNJM,港南
WKJGDD9SRNM3,覃塘
WKNMZZ0K8QJM,平南
WKNM0GVFCUJJ,桂平
WKN2DZXM71F0,玉林
WKN2DRY662FY,玉州
WKN28259H5DJ,福绵
WKND5EK53SYX,容县
W7YRJ301TJXQ,陆川
W7YNWRVWQTP2,博白
WKN1KJSBKE3U,兴业
WKN3R043T6GZ,北流
WK5ZFNY7D4FJ,百色
WK5ZFPDUE1BJ,右江
WKHNCPBV28D7,田阳
WKHNM84RUYV5,田东
WKHS8J32GEN4,平果
WK5UDPN7454N,德保
WK5M0PRP3SRT,那坡
WK7F90CCHBZX,凌云
WK7UBX53FYY3,乐业
WK7D1RDMF2M4,田林
WK6ERS56ZE00,西林
WK6UUV4ZWYST,隆林
WK5ETDSWJ8X2,靖西
WKR6FMS0Z3UW,贺州
WKR6FKD48S16,八步
WKR70SJ1M63M,平桂
WKQC92407NS4,昭平
WKR5S9W1TGRJ,钟山
WKRJK00M4ZMX,富川
WKKUE0QPVT8X,河池
WKKU6R5K3T89,金城江
WKM72U54FE10,宜州
WKKQNGKZN9E2,南丹
WKKNNXNG9CZB,天峨
WKK5EVPQJG9Q,凤山
WKK77R8RQ76C,东兰
WKMKYP49CYV3,罗城
WKKVR21JPZ6R,环江
WKK32S35FNK3,巴马
WKKB5UK42E64,都安
WKHYCPUTK2EE,大化
WKJWVXFV72X7,来宾
WKJXJ8BJEYWS,兴宾
WKM2BVG1FT1N,忻城
WKMBRGDE35ZE,象州
WKJYR85RBNZ5,武宣
WKQ370WXKN48,金秀
WKJRT2K9WCGF,合山
W7UR7MB3QQDU,崇左
W7UR6Z32S5CC,江州
WKH8XRDMK1Z2,扶绥
W7UJUKTUXG48,宁明
W7GZPKTY1MYX,龙州
WKH1ZKHDMH3W,大新
WKH5MC9DTZVF,天等
W7GVV4UFR6C5,凭祥
W7W3YQKE4QDH,海口
W7W3VDWPN4P9,秀英
W7W3YQZT42Z8,龙华
W7W3Z1F46YX5,琼山
W7W3ZQE17J8N,美兰
W7JZGDR3YYTF,三亚
W7Q09504MN9X,海棠
W7MBJ2MWU8XX,吉阳
W7MB4E3DV1CS,天涯
W7M8KNJT9XDF,崖州
W6ZZU0E5REV5,三沙
W6ZZU0QTK2SN,西沙
W982Y5WFG81G,南沙
WDC336NBG99F,中沙
W7MZJ3D2NP9X,儋州
W7MFU4Y12VWZ,五指山
W7QT9B3G3S46,琼海
W7QZ1QFP50HH,文昌
W7QDBNQVFQN8,万宁
W7MHXVJCW6NC,东方
W7W2N6K8F64J,定安
W7QQ1QHQ7VWQ,屯昌
W7W0PPEX9F8F,澄迈
W7TCRF6D3JPS,临高
W7MV6SENCGG4,白沙
W7MT92RG3HJD,昌江
W7MDSJR4TMK4,乐东
W7Q1PZC6KCFW,陵水
W7Q1BR3PE78W,保亭
W7QH70RCB3PE,琼中
WMMP6DW7X06M,万州
WMK35FQ793S3,涪陵
WM7B0UQQJ0GH,渝中
WM5XWZZPRXZ1,大渡口
WM7B3N6262QC,江北
WM78N6K8U9KE,沙坪坝
WM5XZE5ZMCBN,九龙坡
WM5ZFDVK7WMM,南岸
WM79T0YJEDWK,北碚
WM5V4UU0J05Z,綦江
WM70VWWZN938,大足
WM7C46MEE1DC,渝北
WM5XPUMQZUUY,巴南
WMJRGPGBSWYR,黔江
WMK1UTTM2GE4,长寿
WM5SCJ07NZ5W,江津
WM5W6QWEZ7RF,合川
WM71JRZDM9CN,永川
WMHJVF9EJCVG,南川
WM783HE03RUT,璧山
WM73V4P2B573,铜梁
WM778NP51XZ8,潼南
WM5P68152M4P,荣昌
WMT17HJH9J72,开州
WMKWT11EFN9B,梁平
WMHWGGM5SUR2,武隆
WM7B0X53DZW2,重庆
WMTMBB744X9J,城口
WMK9GMWT6GW4,丰都
WMKKDC3VH3C9,垫江
WMKU65CY23MU,忠县
WMT20F70FD1J,云阳
WMTB7P18EGH5,奉节
WMW0U3UNJEFM,巫山
WMTFWSNNK0HZ,巫溪
WMKFSM6DDT76,石柱
WMJ3ZGHV603U,秀山
WMJK55GZKTY3,酉阳
WMHYTMYUZEVU,彭水
WM6N2PM3WY2K,成都
WM6N2M7XGZEW,锦江
WM3YXBW1MWTV,青羊
WM3YXEWSR0CV,金牛
WM3YRD8KCECP,武侯
WM6N2VFQ5GF5,成华
WM6JUTP55J51,龙泉驿
WM6PEV9CP11P,青白江区
WM6P3URTYBS9,新都
WM3YDSY8QQG3,温江
WM3VUYBJRT0M,双流
WM3Z7FE5E2QJ,郫都
WM6R825D72GF,金堂
WM3TGWUVQV4T,大邑
WM3EG1WRUB19,蒲江
WM3V43Z3M74B,新津
WM98MGMU14B5,都江堰
WM9BHZXX8D8F,彭州
WM3T49B93EPB,邛崃
WM3WR040WJFG,崇州
WM6KGN4UZDDR,简阳
WM4WBR42NUWC,自贡
WM4WBJNRWDMF,自流井
WM4QYY9QFH03,贡井
WM4X04H05E9E,大安
WM4WD3MNCY4X,沿滩
WM4R8HU74Q5M,荣县
WM4WHBH1G638,富顺
WK8R4WWPXZ1K,攀枝花
WK8R43389RMT,东区
WK8R2DS5SJ8J,西区
WK8QFBJT8Y1C,仁和
WKB8GV3E27PJ,米易
WK8RVSSFV08R,盐边
WM4UPPEGCN1F,泸州
WM4UR1UBCUVP,江阳
WM4GTV2J6UWW,纳溪
WM4UX0NC4NH8,龙马潭
WM4VVFX75CZ5,泸县
WM57BNX09TRS,合江
WM4BR05Y1H9G,叙永
WKGPXFRG0DYZ,古蔺
WMD1P5P1QK95,德阳
WMD30J8NSKYC,旌阳
WMD61VWS4RPT,罗江
WMD2W0CDUG1R,中江
WMD0HZWRS4EF,广汉
WMD147N32UTG,什邡
WMD475H4GZX6,绵竹
WMD7P0YN1CHN,绵阳
WMD6ZWXSH9T8,涪城
WMD7PFN8BEQQ,游仙
WMD77ECE9D52,安州
WMD8ZJSFTKNY,三台
WMDCTGRMEVZ4,盐亭
WMDGCNN6NE7G,梓潼
WMDM0BDHVMUV,北川
WMF26TUKJW12,平武
WMDKZ9KEGVMH,江油
WMG22PXN3WPT,广元
WMG282Z7NHF2,利州
WMERGHTGZ80X,昭化
WMG39X06UZU5,朝天
WMEX67Q9R7RY,旺苍
WMFC6E40K8PN,青川
WMEP9HMKDHNU,剑阁
WMEKD2RBEUSY,苍溪
WM7JD7CXZK37,遂宁
WM7JDJQPBNBD,船山
WM6UXWKR9SYU,安居
WM7PJEQFQXCE,蓬溪
WM6ZTGXQGCP4,射洪
WM6Y4DHB00XN,大英
WM68Q2Z5FRTM,内江
WM68QF9EBXED,市中
WM68QUT8KRYM,东兴
WM4RVZF2EYBZ,威远
WM693VM3N46E,资中
WM6BE5B9WB2P,隆昌
WM3B1R518R80,乐山
WM3B1HGHDDRJ,市中
WM1XK712G7EV,沙湾
WM1Z63UKTHX2,五通桥
WM1Q3S60DMF0,金口河
WM1YJRQ4FDCC,犍为
WM608JT7YB87,井研
WM39HU1MGCTM,夹江
WM1UU3CDMRRJ,沐川
WM1QMCNVJ6VJ,峨边
WM1SH26FCVS2,马边
WM386SXB6ZBT,峨眉山
WM7RJGM47PV5,南充
WM7RNNEPYQR8,顺庆
WM7RNSN3MYXC,高坪
WM7QVXUHQCGG,嘉陵
WME6MEJFFPS6,南部
WMEBC1CYHGZT,营山
WME8T8UDVEPR,蓬安
WME9FKW8ZQRZ,仪陇
WME2377KNFF5,西充
WME7KPDB5428,阆中
WM3FFWQTYQ52,眉山
WM3FFTW3T7RB,东坡
WM3GG9EZF2J9,彭山
WM649VRDWVKD,仁寿
WM3D0NZ8XS68,洪雅
WM3DG8UZNVDE,丹棱
WM3CENMK27H9,青神
WM47STMVQSWN,宜宾
WM47STK22SHH,翠屏
WM4SHGUP7MC9,南溪
WM4770DVXEF2,叙州
WM4EQYJSKKNM,江安
WM4DEDB6T4NK,长宁
WM43DRT0U80E,高县
WM43YGNV2B7S,珙县
WM4262JNHS8E,筠连
WM4BFXF5KWR5,兴文
WM4HN06FCJW2,屏山
WM7V66VSE5DV,广安
WMKJ824QJCE1,前锋
WM7TVC7YWSZB,岳池
WM7SDMN9X6PC,武胜
WMKH932J19FC,邻水
WM7UVDE8366Q,华蓥
WMS3W5RJETCF,达州
WMS3TG2T9TBD,通川
WMS3QPZ15T9C,达川
WMSD75P6CZTD,宣汉
WMS8Y9UW15VV,开江
WMKNZ6HXJP1W,大竹
WMKP6HMJV8T1,渠县
WMSY6Q1J33Q3,万源
WM34XCDQ1VND,雅安
WM368WBCX6RB,雨城
WM374ECSWNMJ,名山
WM31S2VJDDWK,荥经
WM0YZZ52NKE9,汉源
WM0Y33PT1FUT,石棉
WM3544H62W30,天全
WM35W08H3Z67,芦山
WM3HG8XNPDKF,宝兴
WMEVJW5E9Q66,巴中
WMEVJQZ9N3N2,巴州
WMETP06HJ8Y4,恩阳
WMSM84FE2P70,通江
WMGBNCPHRMJD,南江
WMS5T55UDFS1,平昌
WM67M75V9WZY,资阳
WM67MCT9JU3E,雁江
WM6GHZDCNYST,安岳
WM6SMB31Z35E,乐至
WM8TQP4QFXH2,马尔康
WM9EJ4B8KCMF,汶川
WM96G9WJ50XU,理县
WM9U5PJM2KH9,茂县
WMC9TKP5WBZ5,松潘
WMFJ7B9GZ190,九寨沟
WM8E4DV073K6,金川
WM8B37RS1FUE,小金
WM9NRQ5TRCM3,黑水
WJXZ9FE6KS12,壤塘
WMB74JR8MU82,阿坝
WMCPN9JCSVEY,若尔盖
WMBFTE49U5NM,红原
WM2DBQKMCNNB,康定
WM2DNQC8ESKB,泸定
WM2RWMDC014P,丹巴
WM0HVXQ11RVD,九龙
WJRFFFB92TEX,雅江
WJXBJP9RDF8F,道孚
WJXDEH0YQ01P,炉霍
WJX5GH5PYG5R,甘孜
WJX24F6BC6JT,新龙
WJWJ50XUBMZT,德格
WJW38GMV9VV4,白玉
WJVG87F4RTTG,石渠
WJXRE4D46KN2,色达
WJR69TQ6SM74,理塘
WJQ6XJ66TM7F,巴塘
WJNUX481KWCS,乡城
WJPM4KU0P2HX,稻城
WJNE7HM6PSJ9,得荣
WKBWQZEYXGPF,凉山
WKBWXPN9R8ZN,西昌
WKBNBSTB513E,木里
WKBHJ9QP36TE,盐源
WKBEVHJ0WD4Q,德昌
WK8XWZ0HJ8Q4,会理
WK8ZQRB6ZPZC,会东
WKC1FXFY4TDP,宁南
WKBGV0KH41VJ,普格
WKCJEWR0XWSB,布拖
WKCMTD8K5QK0,金阳
WKCPKKVH6DW6,昭觉
WM0C4E7ZYYXH,喜德
WM0DKVMGV99X,冕宁
WM0FUZSF35HD,越西
WM1HF9FF6X6J,甘洛
WM134V2FPNV8,美姑
WM18UF3KEVVQ,雷波
WKEZD7MXE04F,贵阳
WKEZHKZJKNZX,南明
WKEZKQP0SPXT,云岩
WKEY53GB7KZZ,花溪
WKEZMPUFZRC1,乌当
WKEZFBUNM07Z,白云
WKEZ65M9FNBQ,观山湖
WKU1FPVNJTTP,开阳
WKGFHTQKVQ0H,息烽
WKGB9K30N480,修文
WKEXNC30FYDP,清镇
WKDX33TQ96BZ,六盘水
WKDX1WQZTN43,钟山
WKEJ052UM4HH,六枝
WKDXH1Q2BNXZ,水城
WKD6360TZ7W0,盘州
WKUJ8GKSN3ZC,遵义
WKUJ318BBTD6,红花岗
WKUJC00FBWDM,汇川
WKGUWV7Y7JQW,播州
WM5BN8ZVNKJ4,桐梓
WKUPNBNHE18K,绥阳
WMH6KTK5U3TZ,正安
WMHS23RYJWPN,道真
WMHDQCEZ61QR,务川
WKUX55Z31CVS,凤冈
WKUMVZ2ECX0W,湄潭
WKUDYG5ZFPY2,余庆
WM59157PCQSS,习水
WM54T6B6SD0K,赤水
WKGWM8KXJXZK,仁怀
WKEM6FWMMFWJ,安顺
WKEM74RR02GU,西秀
WKEW3C8GSKYN,平坝
WKEJWRKV1EE5,普定
WKEHQCGKG8HR,镇宁
WKE5EKN1SQS5,关岭
WKE6MZTHE5VJ,紫云
WKFG79YD1BCG,毕节
WKFGK4NKXR2P,七星关
WKG46YX84QG4,大方
WKG3UB8TNJ4Q,黔西
WKGS30G037HS,金沙
WKEPWZ5K58K6,织金
WKFBMGPKGCZ4,纳雍
WKF0UGW3H55C,威宁
WKF6QFYG8YE9,赫章
WKVTSQQ2WQS8,铜仁
WKVTS3EBTW5E,碧江
WKVSSCV587VD,万山
WKVMSFWHHY68,江口
WKV6YT145ZYT,玉屏
WKUUWCFETGC4,石阡
WKUYZK90PC67,思南
WKVP69NRZ463,印江
WMHBU66SDTGQ,德江
WMJ4SCP234PB,沿河
WMJ8KBJN0KTE,松桃
WK6WEPSTQ9P5,黔西南
WK6WEJ9VE4V7,兴义
WKDB9MMSRXS6,兴仁
WKDDSJN72HRF,普安
WKDFFQ4YESYX,晴隆
WKE0KH7CPQVV,贞丰
WK7RNQ59VHN4,望谟
WK7NPGRZ09WB,册亨
WK7NBHBYT5KH,安龙
WKSZ3058QEG5,黔东南
WKSZ0YTRER5H,凯里
WKU9P2FRU5RQ,黄平
WKUCU2DT4T5Q,施秉
WKV33JDRES3S,三穗
WKV1GHM19J7R,镇远
WKV6S7BQCZ1P,岑巩
WKV9HUTH27TX,天柱
WKTXUBVN22MX,锦屏
WKV05F4CS1JH,剑河
WKTP8ZHHNBQ4,台江
WKTT5R40C63U,黎平
WKT5T2MV5Q2F,榕江
WKT6QPDS9GVM,从江
WKSY54Q4TS2T,雷山
WKSWB01MEWN1,麻江
WKSTJ19D41CZ,丹寨
WKSMQSH1JQT7,黔南
WKSMQWM9VDFV,都匀
WKSRYHX4G89Z,福泉
WKS8WGEF4PQQ,荔波
WKSR0NDX8P5H,贵定
WKU3VXCQ0T8P,瓮安
WKS6YYHYWSGR,独山
WKS6FNHN9KBP,平塘
WKEBTJKURR94,罗甸
WKESN6DE8Z9N,长顺
WKSN6PJ4MTM5,龙里
WKEUDUU4M15C,惠水
WKSEY9S83PJB,三都
WK3N92NQV6RQ,昆明
WK3N3P64940F,五华
WK3N9S7VVVX0,盘龙
WK3N37XB7ECR,官渡
WK3N3H54GDZX,西山
WK9K7GTRH227,东川
WK3JE328T85V,呈贡
WK2UQEP11M2F,晋宁
WK2ZKRNJPHG8,富民
WK3MG0X990WW,宜良
WK3KVVNZTQTJ,石林
WK920WB4MN80,嵩明
WK8C7G0RS11Y,禄劝
WK93MWBK53KP,寻甸
WK2VGBX9T0DQ,安宁
WK9C440U729C,曲靖
WK9C41G417BE,麒麟
