代码,地名
WK9CDRZRM64U,沾益
WK98TJ2SKZTF,马龙
WK3WRHD4Q44V,陆良
WK3VQ05VJX7X,师宗
WK6JT3KBW0HV,罗平
WKD4H30D94F4,富源
WK9QQ9SG8KYY,会泽
WKDJ0V5Q9F60,宣威
WK2FT8F9H0YR,玉溪
WK2FMRDWCVD0,红塔
WK344HH32811,江川
WK3HQ5011V66,澄江
WK314NUM0TCH,通海
WK31WJRR4YFZ,华宁
WK2SKGJCJT3D,易门
WK2CD1V6SYWN,峨山
WK28BTG9FJPQ,新平
WK0W1N6JSQ8X,元江
WHQWBSVQS7RS,保山
WHQWBT9W0B66,隆阳
WHQS8VUWTW0H,施甸
WHQ5VD8SFSJ5,龙陵
WHQV62NT0PQZ,昌宁
WHQN3KTD265M,腾冲
WKCG2PQ8G1M2,昭通
WKCERY5710Y4,昭阳
WKCDSRDG3ZS2,鲁甸
WKC1NH8H3GDR,巧家
WKFPGZ1FZ5CJ,盐津
WKCVGGEP7QYJ,大关
WM18W5J5DJ2T,永善
WM1FTQQP4D3V,绥江
WKFS4MH5B4GS,镇雄
WKCVPTYUKTR3,彝良
WKFWQMZN42M3,威信
WM44ZEVVB6F4,水富
WHZ2BV37270V,丽江
WHZ2BTMRE5QP,古城
WHZ28GME01UD,玉龙
WHXXU8GYM0KZ,永胜
WK8P2RYDFPC1,华坪
WHZENYHTX2D6,宁蒗
WHPG4ZZB3XSN,普洱
WHPC9UB2WNWU,思茅
WHPGWHBBGJNT,宁洱
WK0M3C31ESX4,墨江
WHREN6YPT637,景东
WHPTEQP92JD2,景谷
WHPXZWFED6UJ,镇沅
WK02MWSFJ106,江城
W5YYCR4P7JS4,孟连
WHP03CNG3B8T,澜沧
WHNBDZTJ61ZB,西盟
WHPPV7HP148U,临沧
WHPPVQKYQSPH,临翔
WHR5CWR92U25,凤庆
WHR5NDBRW477,云县
WHQ8DQX8USEV,永德
WHNR2CJB9CM1,镇康
WHPJ2HUW1SU6,双江
WHNTVZHUEYHJ,耿马
WHNEDQRDS8GC,沧源
WK2NQUD6QD0J,楚雄
WK2K88KXYTSX,双柏
WK80N37GSQP5,牟定
WK2P27W8DH3P,南华
WHXCPD1KMBWC,姚安
WK843S4BP5EU,大姚
WK8K39CUF8NX,永仁
WK86NQDC254P,元谋
WK8C4PT7HBYN,武定
WK2X4FKMK7UC,禄丰
WK1KGNRS15Y8,个旧
WK1QVYNGJ2MP,开远
WK1SBYMS4EU0,蒙自
WK3DC9GKM9TV,弥勒
WK1DXR3KPN7R,屏边
WK1N7GYS2XJK,建水
WK0YUQN5P07X,石屏
WK3G93E1872J,泸西
WK1H5UYS89V7,元阳
WK1KZS3MC5U1,红河
WS4UZW6K55FB,金平
WK0FF5J2SYY0,绿春
WK1BJGSSS870,河口
WK4HUQ2S15F0,文山
WK4NQ5FU3PNK,砚山
WK4MMUFQ5UBF,西畴
WK47W8B5YB6K,麻栗坡
WK44ZWTV0R40,马关
WK60FDJT3UYQ,丘北
WK68YFJTKKYQ,广南
WK5N7MWNSRK0,富宁
W5ZTJWVFU2BB,西双版纳
W5ZTMB87F1X8,景洪
W5ZKVZ92W8UF,勐海
W7B4PQ340D1Q,勐腊
WHX38U36B3BU,大理
WHX443J6EFCD,漾濞
WHX8BN6RBB60,祥云
WHXDBY0NEUGZ,宾川
WHX2NQZ63WW2,弥渡
WHRQX2HQVF2W,南涧
WHRRD2UPRKUS,巍山
WHWBBUET905H,永平
WHWEJPR1BVDM,云龙
WHXHD7J25BCT,洱源
WHXNCM8UQWRN,剑川
WHXPPSUV7NYP,鹤庆
WHQ5514S00XF,德宏
WHM8DSSNWK81,瑞丽
WHQ4GPRG06PD,芒市
WHMVHY7FUP2E,梁河
WHMSSKNKQMUX,盈江
WHM99MRZ1NVX,陇川
WHW713U75VQ2,怒江
WHW78XWW0YUS,泸水
WHY31BFZVGRQ,福贡
WHYJV216CWST,贡山
WHWWQR56MVM5,兰坪
WHYYKBBJHGP4,迪庆
WHYYKDR3D2H0,香格里拉
WJN64BXK50F1,德钦
WHYDE5VQZXJX,维西
WJ2B9TWGFBT5,拉萨
WJ2B9VM9U1Z6,城关
WJ28WV85V8W5,堆龙德庆
WJ2BYEP4930B,达孜
WJ2FH7NHP5GX,林周
WJ2V3H8YZGG6,当雄
WJ0PE3JNXMBH,尼木
WJ0X0DESDHZ6,曲水
WJ31XQ7SRGJ3,墨竹工卡
TVPNW82QN57R,日喀则
TVPNQVH2QWTV,桑珠孜
TVR2GE0DS3P2,南木林
TVPSWBSXPQDR,江孜
TVJGN7NYG5K7,定日
TVNS6VN4WWKZ,萨迦
TVNM6JF5QBZU,拉孜
TVNN8VYUY7FK,昂仁
TVNZ2TS60JDS,谢通门
TVPMXMHKMC2W,白朗
TVPYK1HJNDYV,仁布
TVPF89NBR6N8,康马
TVN3MK85JPR3,定结
TV7C25KYBFJR,仲巴
TUZHQFX485K9,亚东
TVHSJ5CX6JCC,吉隆
TVJ0K80WPHWE,聂拉木
TVHWG7QEDUQ0,萨嘎
TVNBYK4QCW05,岗巴
WJT157H36HS5,昌都
WJT158PWGVZG,卡若
WJTG5N3SGCS5,江达
WJMZS5WNBCNF,贡觉
WJS9W5MVXJUD,类乌齐
WJEFXRVFC2W8,丁青
WJMQK78M1Y15,察雅
WJKFVQQVZWJB,八宿
WJM8F9K0Q2B5,左贡
WJQ0GEN6D90B,芒康
WJKNUTV78Z7N,洛隆
WJ7RFYWKMCYH,边坝
WJ70G7N4S3H0,林芝
WJ70E5WYGTPN,巴宜
WJ63CZQXD7XW,工布江达
WJ5N0P2FV4U1,米林
WJ5YC735WH20,墨脱
WJK1GM9T6EXF,波密
WJJ71GPQZE7E,察隅
WJ4JMB7S80MZ,朗县
WJ1Q3KPFD1QS,山南
WJ1Q230V5FZT,乃东
WJ0YRYDKXB3J,札囊
WJ0WWMCSGEUU,贡嘎
WJ1QTBQYJ7MP,桑日
WJ1JNHZ24B4Z,琼结
WJ1T6H1CP8YB,曲松
WJ118X92C2J7,措美
WJ097Y3T2RRN,洛扎
WJ1VFDWEN3G7,加查
WJ1C8JWW7PVR,隆子
WHCRK35ZY633,错那
WJ0KC1G62XMT,浪卡子
WJ97P4G263RF,那曲
WJ97N9Q6PJUR,色尼
WJ6Q3GWT4QPE,嘉黎
WJDE5DZ8Q1QF,比如
WJ9WSR6B9CUR,聂荣
WJ9PW4X66U4B,安多
TVRPFX4Y6Q8F,申扎
WJDTQ58D2QSR,索县
WJ842QWX6PC4,班戈
WJDVESWT9Z3V,巴青
TVWHBCQGYM6K,尼玛
TYN9ZT6T4ZPF,双湖
TV9JG0M1S9QU,阿里
TV3SR5FNQ16U,普兰
TV8EPFU86C2D,札达
TVBBYSRN1R0G,噶尔
TVBTYHDKDEH2,日土
TVC8MFJZ9JB0,革吉
TVEZC01CHURT,改则
TVS86P4BSG4G,措勤
WQJ6YY8MHZP0,西安
WQJ6ZQ76D36J,新城
WQJ6YUKZ3YZQ,碑林
WQJ6YVZPX158,莲湖
WQJDCY2TU0U9,灞桥
WQJ7P51HQNTN,未央
WQJ6WSDSFJ3E,雁塔
WQJTJQM8RHQG,阎良
WQJET2GEF2QS,临潼
WQJ6QU2QSVXJ,长安
WQJS6JVXU4X1,高陵
WQJ1ZR8NGKTP,邑
WQJDR8U6HTKH,蓝田
WQHFQHKYDTXT,周至
WQJQWC27HZX1,铜川
WQJX9BNWGGSM,王益
WQJXF82REX68,印台
WQJQXUUZDPCC,耀州
WQM97H6GBQ33,宜君
WQH5TBCEVBMU,宝鸡
WQH5W1KDPKXE,渭滨
WQH5W44QT9Y2,金台
WQH7E2B7Y26U,陈仓
WQHK7KPTX67K,凤翔
WQHEBZQMZC2Q,岐山
WQHEW8UEC0MU,扶风
WQHE5BMPKZPM,眉县
WQ5YX3MG1RW9,陇县
WQHJJGCDVUJV,千阳
WQHTK9718H8F,麟游
WQ58ZYVQRFKC,凤县
WQH3F4K01K24,太白
WQJ7398FTXFD,咸阳
WQJ739F0DUXQ,秦都
WQHFGRM2FMCW,杨陵
WQJ76R8T4XW1,渭城
WQJKYY2KHGZ0,三原
WQJKKMZXFF99,泾阳
WQHUQVFXVF91,乾县
WQJH5HVH91G7,礼泉
WQHVKSCY5SGF,永寿
WQK8HXGNB58F,长武
WQJPC17KZFW8,旬邑
WQJJYG981MUJ,淳化
WQHFYNSV4XP8,武功
WQJ5HS0EZPQT,兴平
WQHZ73J2W931,彬州
WQJU78X3NFJU,渭南
WQJU72QMUR28,临渭
WQNH3UHJD6KK,华州
WQNKS3EH34V3,潼关
WQNJVX0SDWJJ,大荔
WQQ26T2V95BZ,合阳
WQQ0JS2D6EM4,澄城
WQJYVD3WX04N,蒲城
WQMBJS3DR564,白水
WQJTSQN3QMS8,富平
WQQ9BFUTVX25,韩城
WQNK8VMBCGJ4,华阴
WQTB5QBFKYSB,延安
WQTB5MNX09S1,宝塔
WQT9XXURKDHH,安塞
WQW0P55TCY0Z,延长
WQW3G1Y9S469,延川
WQTGPX73BJXJ,子长
WQT37NGUH9QR,志丹
WQSFKHBQGXQK,吴起
WQMY2KD4RDJV,甘泉
WQMU8VBY9WNU,富县
WQMG6PSRRG61,洛川
WQQM4FXQ7P44,宜川
WQQ47JPU82XX,黄龙
WQMDQJ1KT88R,黄陵
WMUH5K1WDWZC,汉中
WMUH5KNUSFE5,汉台
WMU59R2NCTFG,南郑
WMUKD6G2DRBS,城固
WMUKZRE888U6,洋县
WMUES7GDRJ87,西乡
WMGUE6F8XPUU,勉县
WMGDCB8BS7W4,宁强
WMGMXE81662F,略阳
WMU9P3FKUPX2,镇巴
WMUP302F8W4R,留坝
WMUY9PUWKM58,佛坪
WQY1BBWVNM4Q,榆林
WQY1C2TT0M5Q,榆阳
WQTXYSX6B89Z,横山
WQYYP3NWNX6D,府谷
WQTMGUCEZU00,靖边
WQSTB3PZMEXP,定边
WQWMKF9T74WM,绥德
WQWQG0NTSN49,米脂
WQY86134D9DY,佳县
WQWTP9X4H1BR,吴堡
WQW6CY4YTUZR,清涧
WQWNPB92KU69,子洲
WQYSFKZ9HSEU,神木
WMV9BV1YY1EC,安康
WMVD0B77K0R2,汉滨
WMV5HVR23HXB,汉阴
WMUUP294PYD3,石泉
WMVJ8CSPNFNN,宁陕
WMV1J8J4SR3K,紫阳
WMTRY5DT9UTM,岚皋
WMVB264PXTVB,平利
WMTVK5W42YWZ,镇坪
WMVFC080DEX6,旬阳
WMY69QSQ7GQM,白河
WQN0TV21C6RY,商洛
WQN0TTBE49T5,商州
WQN3FH44QURY,洛南
WMYRWWGUER6D,丹凤
WMYYEPUQ7M02,商南
WMYNSRUNMT42,山阳
WMVW5V8XG7DV,镇安
WMVXDEK0NR01,柞水
WQ3V4QR6VR6G,兰州
WQ3V4S13X6PJ,城关
WQ3V1TSRUYEZ,七里河
WQ3TMGVY4T5S,西固
WQ3V2HRWPPME,安宁
WQ3NU8K6H92P,红古
WQ92VYQZV2M0,永登
WQ3YTMWJDDCG,皋兰
WQ65CQ3C7U75,榆中
WPJFKJQ5BCWZ,嘉峪关
WQBEJ0TNY84M,金昌
WQBEJKQP0G5C,金川
WQB987HQ3HYC,永昌
WQ6PFTTX1VY6,白银
WQD8CQQZU032,平川
WQD2N13ESY17,靖远
WQ6EN6ZPD6M7,会宁
WQD524VQQVBQ,景泰
WQ5HTXNGNE1W,天水
WQ5HTXRPUXMC,秦州
WQ5KJ8PFPH4X,麦积
WQ5MXN192JX8,清水
WQ5NKEFS3RNU,秦安
WQ4VSF6UYVHX,甘谷
WQ4TD8E69JH5,武山
WQ5X15E1C2US,张家川
WQ8ZZ2UYK26X,武威
WQ8ZZ8SD0P07,凉州
WQC79WS9F1FC,民勤
WQ9JJJ4YTF20,古浪
WQ966U0BP5TS,天祝
WNZMMYCRWTUZ,张掖
WNZMQQUDYXMD,甘州
WNYUFUV14HXU,肃南
WNZDW5YYUR0Z,民乐
WNZNX7MSF0TW,临泽
WPNBP2YTNS4D,高台
WNZUS5SJYEYY,山丹
WQ7F5V8HRBZU,平凉
WQ7F5RDTZ0KF,崆峒
WQK2GR8KNM6G,泾川
WQHX8BQ3XCB6,灵台
WQK0GD0V7UBQ,崇信
WQ72JPZQB5E6,庄浪
WQ74JDNYYXCT,静宁
WQ7B6GS5M5GG,华亭
WPN41UK0D3H6,酒泉
WPN41E4Z384M,肃州
WPN76W0U3H0V,金塔
WPK0M8YWC8WC,瓜州
WP52Z43S8JZW,肃北
WP516W3J2R6N,阿克塞
WPJJ0KV8HBJP,玉门
WP5K632W4YHQ,敦煌
WQKE38EK0NBP,庆阳
WQKE30MY2FBB,西峰
WQKSYCEG4NQK,庆城
WQS21EJMZNNZ,环县
WQKZ3PHTHKG8,华池
WQKGF0CF87VY,合水
WQM1FN8DKP8U,正宁
WQK9ZY8FQR8K,宁县
WQK4ZRKEJ41D,镇原
WQ66KU06BHB1,定西
WQ66KTJUW8WP,安定
WQ6B5PBWYG84,通渭
WQ4RHGT1Z8YS,陇西
WQ4PGE4XN48S,渭源
WQ3C78EZ6QJ8,临洮
WQ4Q320XZQY5,漳县
WQ1GZ7B369NN,岷县
WMFTU75WU2CG,陇南
WMFW5823J5Q2,武都
WMGPVSQGQX9X,成县
WMF7QN3ESV1Q,文县
WQ41XNX5WK11,宕昌
WMGJDGX96674,康县
WQ4CS1JHGGDU,西和
WQ4F3NQ2YTGC,礼县
WQ52JGTHE0M0,徽县
WQ58FYVQ3D2C,两当
WQ36SBF902FR,临夏
WQ3C0NYT5JVK,康乐
WQ3KRHG76MRY,永靖
WQ39V4BTUZMG,广河
WQ33XCC4TW9Q,和政
WQ3DBVT8F9UN,东乡
WQ35K6M0DDYK,积石山
WQ1PJB8R8EFB,甘南
WQ1NYPBJ3BD7,合作
WQ1MRUCNJSC6,临潭
WQ1SEPN7HG1W,卓尼
WQ40NVRYV22S,舟曲
WQ13SYDE8K43,迭部
WQ096TT077KK,玛曲
WQ0UEZPEJ54Q,碌曲
WQ2BHZUYC5SD,夏河
WQ82K43YVYU8,西宁
WQ82HWCF35QF,城东
WQ2RFKFNPJ35,城中
WQ827EYPSNYH,城西
WQ827XYMV34P,城北
WQ861FCHGDZN,大通
WQ2PXK95BT1K,湟中
WQ808MQS6P94,湟源
WQ2Y3RYEE7DY,海东
WQ2ZD0VRKUYH,乐都
WQ2XEU9EBMPH,平安
WQ3NEM8TTDGG,民和
WQ83XBTWR1TG,互助
WQ2TR5Y9XXZ0,化隆
WQ2GGYR9MH67,循化
WNXF241JU7T0,海北
WQ8K8KV6M95C,门源
WNZ31NRYD7CG,祁连
WNXCCV7QHD93,海晏
WNXHQE8RN077,刚察
WQ2D1TXVBJ01,黄南
WQ2D1D0WYRCT,同仁
WQ2S3SZGRM6N,尖扎
WQ0PM100W37C,泽库
WQ0JXFQUGT4Z,河南
WNRW6560ZURV,海南
WNRW3ST4RFJV,共和
WNR8890F4U70,同德
WQ2JH4EN6R1D,贵德
WNR47J5HWBER,兴海
WNRDKT5UT0SZ,贵南
WNPK15RJ0H84,果洛
WNPK0UCK83BG,玛沁
WJZEK4TR5HGV,班玛
WNP1320CWDZP,甘德
WNNB584BJ218,达日
WMBNJJXRZ7SM,久治
WNJYDHURXZF1,玛多
WJUGXXRYCVG7,玉树
WJGG0T726UW2,杂多
WJVJCDF43FZE,称多
WN5BXFHQE3RE,治多
WJSX5MYDDGN1,囊谦
WNH45VPMTV1K,曲麻莱
WNTHRYRP0P8J,海西
WN7RPW01FK0F,格尔木
WNTHXEN8J2YM,德令哈
WN9RXN2FUH78,茫崖
WNW40FYUY6FQ,乌兰
WNMWXB5WVDKW,都兰
WNWKJQ20JPZQ,天峻
WQGDF7NXZRZB,银川
WQGDFECDFF07,兴庆
WQG7P9J0MMRM,西夏
WQGDC7YKHVCU,金凤
WQG9CB8VHMNN,永宁
WQGEK1CDN8GE,贺兰
WQG8EXGHSDF8,灵武
WQGTUXRECXJN,石嘴山
WQGTUR539D4N,大武口
WQGZMC4ZF66C,惠农
WQGV21SBBVT6,平罗
WQG80DH3X35S,吴忠
WQG80FD6W5XP,利通
WQEKVMHBDMR4,红寺堡
WQSQGVWK3QKQ,盐池
WQE66K084GSK,同心
WQG2M9MFD1SQ,青铜峡
WQ7SF3WEPQRU,固原
WQ7SFD33FJDT,原州
WQ7HTUNHRTFP,西吉
WQ76WU6JX1R0,隆德
WQ79GDGJUX6E,泾源
WQ7GFQM97H6G,彭阳
WQDV3QM9ZDUM,中卫
WQDV3T4WV5WP,沙坡头
WQEJHX48C6QU,中宁
WQE0H17GXQJG,海原
TZY33C4YJBP3,乌鲁木齐
TZY9UBXJKW3F,天山
TZY31M8B0VK0,沙依巴克
TZY39NJQF8E4,新市
TZY3672F74BZ,水磨沟
TZY1T755SJTZ,头屯河
TZWY97DH51SN,达坂城
TZY656TH0C43,米东
TZWRVZM42Y62,乌鲁木齐县
TZUK5TE15104,独山子
VBH77M0RQ24G,克拉玛依
VBHECPMVBC2Y,白碱滩
VBHYJSW72WWD,乌尔禾
TZXKM4G9GS71,吐鲁番
TZXKM3JHFK87,高昌
WP85VH0PY75Z,鄯善
TZX537BGWDP0,托克逊
WPDE8HGNVFWJ,哈密
WPD7XUNHKNBN,伊州
WPF0H30S3J44,巴里坤
WPEQ4CQMTBQ5,伊吾
TZY46T9GJ6Y0,昌吉
TZYE4J306SDB,阜康
TZVG36WXHUBM,呼图壁
TZVK1BX6PWE9,玛纳斯
TZZDQMW5J6C2,奇台
TZZ6M3FYSD7X,吉木萨尔
WPB1Q75BK2PN,木垒
TZFR7QSK5DH2,博尔塔拉
TZFR7TC93WEK,博乐
VB48ZP18XJHZ,阿拉山口
TZFVTZPMGFX5,精河
TZCXGFS1PZE5,温泉
TZMM84XHV4GU,巴音郭楞
TZMM87UXBKRG,库尔勒
TZ7VTTGD1K6R,轮台
TZM74EVKDWMM,尉犁
TYYTYR77VZJN,若羌
TYUBFM3537NM,且末
TZMX3FW7E0QT,焉耆
TZT2Y04ECGV3,和静
TZTB2Z0B9ENG,和硕
TZMWG64P1R1Y,博湖
TZ344WFBDS60,阿克苏
TZ34CDV9QMXZ,温宿
TZ7J24BUT5SJ,库车
TZ6F7XYECUCV,沙雅
TZ6SREGQR92H,新和
TZ6JYCRYTKB8,拜城
TZ266ZVEBUCV,乌什
TZ1PJH6YVUBN,阿瓦提
TZ0NQUF3WE0N,柯坪
TXN1VJTX2P0K,克州
TXN1VQC3C8ST,阿图什
TWYN8R1172BW,阿克陶
TXRBC5JD93PB,阿合奇
TXJ9BQG3U0DV,乌恰
TXN08CQCQM63,喀什
TXJBN0BM1H56,疏附
TXN04S9CTKQ4,疏勒
TWYJMQCR9TUX,英吉沙
TWYCNQ6Q9EB5,泽普
TWYFT6JHTRJG,莎车
TWXP3XZDBZB1,叶城
TWZJQCX0BJSD,麦盖提
TWYX4VW5QDHC,岳普湖
TXN8DNC04TDY,伽师
TXPF73WR79MP,巴楚
TWTQZ9VXCN1J,塔什库尔干
TY8G4T7ZWVX1,和田
TY8SN2C97XSC,墨玉
TWXWJ29B2HQ9,皮山
TY94BS3K3KV7,洛浦
TY96QXSU87YV,策勒
TYD1DKQ6BCVU,于田
TYDFCKMSRSU7,民丰
TZCCFD84WXV4,伊犁
TZCCF7RKT36V,伊宁
TZUKEYQM32HM,奎屯
TZC5MZQTRD5Y,霍尔果斯
TZCFPN341DJW,伊宁县
TZC9QE58K01W,察布查尔
TZCD87P1BE5J,霍城
TZDRR5Q13GKN,巩留
TZEPN6HY1DG1,新源
TZ9TQPJNFP08,昭苏
TZDJY5FY9PYQ,特克斯
TZF9J3FSVRD8,尼勒克
VB71BQ84QPSS,塔城
TZUHYBNPE023,乌苏
VB72XN98BHXT,额敏
TZUUHQ48FWGQ,沙湾
VB5MQ379THW4,托里
VB5NB62NW0HW,裕民
VBKFNXEMUB2D,和布克赛尔
VBW8JQY63YDB,阿勒泰
VBMZ27D0XSMZ,布尔津
VBREMH46Z5N0,富蕴
VBQHP1GTCU8U,福海
VBT3QWCH5CQX,哈巴河
Y02388H8QWSD,青河
VBMJF4RGV0C6,吉木乃
TZVHJ8T4HQ93,石河子
TZ1Y9TFKC7BS,阿拉尔
TZ04Z1NF3P4V,图木舒克
TZY7200FWT0M,五家渠
VBQMNXK3YFKV,北屯
TZKYJKV2ZPNW,铁门关
TZFX1GQY86PS,双河
TZC9UPSYFNPD,可克达拉
TY87SMB6KKFW,昆玉
WEVV5TEP8D3H,恒春
WSJ6Z5NBXNB0,台南
WSJ89JC5P1S7,高雄
WSJ8VWFY76R3,屏东
WSJN13BN6HU0,马公
WSJTS6QKYMHX,嘉义
WSN1KVD8RE7K,云林
WSJWYWP7083Z,鹿谷乡
WSJZ5FCK9PXR,彰化
WSM8YXXK0T3G,南投
WSMB1FT0NG1T,台中
WSMC3UM5YY39,苗栗
WSMGSCECS52T,台东
WSQ02DZQ65HE,埔里
WSQ2RJ6MT7GZ,花莲
WSQJ0Q34GR2E,新竹
WSQM81BYPZ6P,大溪
WSQQ01XUYC7E,桃园
WSQQMXBCC2VS,台北
WSQSFMPXSWEV,宜兰
WSQWFQ3WXV69,基隆
WECNV8ZNE40W,香港
WECNYQ9U02EE,九龙
WECPHRTP69SV,荃湾
WECPJQ06ZPUE,新界
WEBTFUSKS7HB,澳门
WEBVB7GZ9P8N,路环岛
WEBY02613HF6,胱械
